user_id,content_id,content_title,genre,total_duration_min,watched_duration_min,completion_rate_percent,watch_session_length_min,device_type,subscription_type,watch_date,watch_start_hour,region,rating_given,rewatch_flag
2421,226,Show_196,Animation,38,8,21.05,152,Smart TV,Premium,2024-01-23 19:00:00,1,Germany,2,0
8512,423,Show_486,Action,127,56,44.09,21,Laptop,Premium,2024-01-23 20:00:00,19,India,2,1
7890,19,Show_158,Sci-Fi,110,89,80.91,55,Smart TV,Premium,2024-01-23 21:00:00,19,Canada,2,1
5931,31,Show_245,Animation,109,50,45.87,223,Tablet,Premium,2024-01-23 22:00:00,6,Canada,4,1
7025,845,Show_366,Sci-Fi,38,12,31.58,59,Laptop,Free,2024-01-23 23:00:00,10,UK,3,1
5408,633,Show_340,Comedy,58,25,43.1,165,Laptop,Standard,2024-01-24 00:00:00,4,Germany,2,0
6113,24,Show_346,Animation,145,112,77.24,153,Laptop,Basic,2024-01-24 01:00:00,17,India,2,1
9419,837,Show_335,Documentary,160,78,48.75,85,Mobile,Standard,2024-01-24 02:00:00,7,India,4,0
3881,983,Show_71,Comedy,145,121,83.45,154,Smart TV,Standard,2024-01-24 03:00:00,9,Canada,5,1
3865,211,Show_327,Romance,77,23,29.87,157,Tablet,Free,2024-01-24 04:00:00,1,UK,5,1
3575,961,Show_114,Thriller,167,134,80.24,199,Mobile,Free,2024-01-24 05:00:00,2,USA,3,1
7185,161,Show_285,Documentary,80,69,86.25,223,Tablet,Free,2024-01-24 06:00:00,22,UK,5,1
9656,255,Show_407,Comedy,146,25,17.12,223,Mobile,Basic,2024-01-24 07:00:00,4,USA,2,1
6741,571,Show_418,Thriller,124,18,14.52,114,Laptop,Free,2024-01-24 08:00:00,15,Canada,4,0
1277,114,Show_468,Documentary,20,13,65.0,144,Mobile,Standard,2024-01-24 09:00:00,9,UK,2,0
1065,504,Show_143,Thriller,150,43,28.67,147,Smart TV,Basic,2024-01-24 10:00:00,10,India,2,0
5262,929,Show_97,Romance,111,78,70.27,234,Smart TV,Free,2024-01-24 11:00:00,18,Germany,3,1
6704,672,Show_309,Animation,132,28,21.21,216,Tablet,Free,2024-01-24 12:00:00,15,Australia,5,1
9594,955,Show_401,Drama,172,146,84.88,90,Laptop,Free,2024-01-24 13:00:00,11,India,5,0
8989,220,Show_320,Animation,75,59,78.67,6,Laptop,Standard,2024-01-24 14:00:00,1,Germany,5,1
7255,357,Show_212,Thriller,136,63,46.32,136,Tablet,Free,2024-01-24 15:00:00,10,USA,2,1
8441,169,Show_317,Animation,153,92,60.13,49,Smart TV,Standard,2024-01-24 16:00:00,21,Canada,4,0
5692,524,Show_185,Romance,77,51,66.23,17,Smart TV,Basic,2024-01-24 17:00:00,0,UK,4,1
5419,969,Show_205,Comedy,63,56,88.89,59,Tablet,Free,2024-01-24 18:00:00,23,Canada,2,1
8960,242,Show_364,Action,179,155,86.59,164,Laptop,Premium,2024-01-24 19:00:00,4,Canada,1,0
7078,375,Show_216,Comedy,80,32,40.0,26,Tablet,Premium,2024-01-24 20:00:00,20,USA,2,1
2437,139,Show_246,Animation,66,9,13.64,93,Tablet,Standard,2024-01-24 21:00:00,13,Canada,5,1
9620,97,Show_239,Sci-Fi,168,68,40.48,223,Mobile,Free,2024-01-24 22:00:00,17,UK,2,0
8032,147,Show_293,Comedy,99,46,46.46,59,Tablet,Free,2024-01-24 23:00:00,6,India,1,0
6731,182,Show_391,Drama,137,67,48.91,149,Smart TV,Premium,2024-01-25 00:00:00,4,Canada,2,1
4378,57,Show_8,Romance,166,154,92.77,202,Tablet,Basic,2024-01-25 01:00:00,7,UK,5,0
9584,42,Show_471,Thriller,39,8,20.51,239,Laptop,Basic,2024-01-25 02:00:00,20,UK,3,1
7347,866,Show_78,Sci-Fi,165,6,3.64,183,Laptop,Standard,2024-01-25 03:00:00,14,USA,4,1
7401,711,Show_324,Romance,66,24,36.36,212,Smart TV,Premium,2024-01-25 04:00:00,4,Canada,1,1
7629,543,Show_277,Romance,68,48,70.59,140,Laptop,Standard,2024-01-25 05:00:00,12,USA,3,1
5541,692,Show_445,Thriller,33,30,90.91,193,Tablet,Standard,2024-01-25 06:00:00,18,India,4,0
8876,2,Show_494,Documentary,162,13,8.02,101,Smart TV,Basic,2024-01-25 07:00:00,1,India,3,0
9533,979,Show_202,Comedy,178,25,14.04,142,Laptop,Premium,2024-01-25 08:00:00,4,Germany,2,0
9324,934,Show_214,Action,20,20,100.0,230,Tablet,Standard,2024-01-25 09:00:00,4,UK,2,0
1264,288,Show_94,Documentary,136,118,86.76,23,Laptop,Basic,2024-01-25 10:00:00,5,Canada,4,1
2434,138,Show_478,Sci-Fi,73,66,90.41,132,Mobile,Basic,2024-01-25 11:00:00,15,Germany,4,0
6327,617,Show_464,Thriller,137,45,32.85,146,Laptop,Free,2024-01-25 12:00:00,1,UK,2,1
6097,512,Show_75,Drama,22,18,81.82,71,Smart TV,Premium,2024-01-25 13:00:00,4,Canada,2,1
2660,904,Show_470,Drama,163,63,38.65,187,Tablet,Premium,2024-01-25 14:00:00,14,USA,4,1
6692,730,Show_157,Action,31,12,38.71,65,Tablet,Free,2024-01-25 15:00:00,0,India,4,1
3354,222,Show_153,Action,93,77,82.8,188,Smart TV,Standard,2024-01-25 16:00:00,18,Germany,4,1
9457,331,Show_442,Comedy,35,11,31.43,67,Mobile,Basic,2024-01-25 17:00:00,2,Germany,5,0
7461,617,Show_142,Drama,121,19,15.7,109,Tablet,Basic,2024-01-25 18:00:00,18,India,5,1
8044,404,Show_78,Sci-Fi,171,35,20.47,219,Smart TV,Basic,2024-01-25 19:00:00,14,USA,2,0
6497,508,Show_322,Animation,175,53,30.29,108,Laptop,Free,2024-01-25 20:00:00,2,Australia,5,1
5549,916,Show_182,Thriller,136,26,19.12,143,Mobile,Basic,2024-01-25 21:00:00,7,Australia,1,1
7334,127,Show_461,Action,27,14,51.85,179,Smart TV,Standard,2024-01-25 22:00:00,14,Australia,2,1
7010,265,Show_195,Action,141,14,9.93,138,Laptop,Standard,2024-01-25 23:00:00,0,Canada,1,1
5926,712,Show_158,Action,111,45,40.54,38,Tablet,Free,2024-01-26 00:00:00,5,Germany,3,1
7065,764,Show_146,Animation,109,44,40.37,197,Tablet,Standard,2024-01-26 01:00:00,21,USA,1,0
3179,15,Show_54,Thriller,155,51,32.9,103,Mobile,Premium,2024-01-26 02:00:00,16,Canada,3,1
5967,226,Show_356,Sci-Fi,79,43,54.43,221,Laptop,Premium,2024-01-26 03:00:00,15,Canada,1,0
1634,984,Show_277,Drama,47,22,46.81,68,Smart TV,Basic,2024-01-26 04:00:00,12,USA,3,0
4631,865,Show_309,Animation,120,23,19.17,225,Tablet,Basic,2024-01-26 05:00:00,0,Canada,3,0
5677,105,Show_83,Animation,60,56,93.33,91,Smart TV,Premium,2024-01-26 06:00:00,2,Germany,2,0
3218,745,Show_400,Documentary,174,19,10.92,214,Smart TV,Standard,2024-01-26 07:00:00,23,USA,4,0
2389,493,Show_156,Sci-Fi,164,82,50.0,210,Smart TV,Free,2024-01-26 08:00:00,5,Australia,4,1
5276,319,Show_4,Thriller,176,76,43.18,85,Mobile,Basic,2024-01-26 09:00:00,19,Australia,2,1
2249,219,Show_499,Sci-Fi,160,92,57.5,70,Smart TV,Basic,2024-01-26 10:00:00,20,Canada,3,1
8640,277,Show_311,Comedy,65,60,92.31,163,Mobile,Premium,2024-01-26 11:00:00,2,India,4,1
6712,773,Show_271,Documentary,54,33,61.11,87,Mobile,Premium,2024-01-26 12:00:00,14,USA,4,0
2245,893,Show_64,Thriller,153,147,96.08,228,Laptop,Free,2024-01-26 13:00:00,14,UK,1,1
9245,931,Show_449,Documentary,101,28,27.72,194,Tablet,Basic,2024-01-26 14:00:00,10,UK,5,1
1442,341,Show_112,Documentary,134,123,91.79,186,Smart TV,Standard,2024-01-26 15:00:00,21,Canada,2,1
7976,452,Show_239,Action,66,52,78.79,96,Laptop,Standard,2024-01-26 16:00:00,5,India,5,0
5675,369,Show_144,Drama,172,126,73.26,237,Laptop,Premium,2024-01-26 17:00:00,5,USA,3,0
8953,944,Show_374,Documentary,29,17,58.62,140,Laptop,Free,2024-01-26 18:00:00,8,Australia,1,0
5377,848,Show_20,Comedy,75,37,49.33,174,Laptop,Premium,2024-01-26 19:00:00,13,Canada,4,0
8058,991,Show_64,Comedy,49,26,53.06,173,Laptop,Free,2024-01-26 20:00:00,10,USA,1,0
1822,474,Show_289,Thriller,128,99,77.34,191,Smart TV,Standard,2024-01-26 21:00:00,23,USA,2,1
3939,190,Show_81,Romance,24,2,8.33,172,Laptop,Free,2024-01-26 22:00:00,5,USA,3,0
8096,884,Show_197,Animation,138,127,92.03,235,Tablet,Standard,2024-01-26 23:00:00,17,India,1,1
6765,419,Show_382,Action,52,35,67.31,154,Mobile,Free,2024-01-27 00:00:00,19,USA,1,1
2031,710,Show_69,Drama,137,80,58.39,156,Mobile,Premium,2024-01-27 01:00:00,14,India,1,1
1562,865,Show_186,Drama,84,38,45.24,42,Tablet,Standard,2024-01-27 02:00:00,21,India,4,0
1340,789,Show_167,Drama,165,77,46.67,134,Smart TV,Basic,2024-01-27 03:00:00,8,Germany,3,1
5567,848,Show_205,Animation,30,30,100.0,129,Mobile,Basic,2024-01-27 04:00:00,10,USA,4,1
8862,495,Show_492,Thriller,104,87,83.65,45,Tablet,Standard,2024-01-27 05:00:00,1,Germany,1,0
3296,39,Show_164,Action,45,22,48.89,237,Tablet,Basic,2024-01-27 06:00:00,5,Australia,4,1
1234,162,Show_94,Documentary,82,16,19.51,23,Laptop,Standard,2024-01-27 07:00:00,22,Germany,4,0
6202,121,Show_249,Documentary,105,28,26.67,109,Mobile,Premium,2024-01-27 08:00:00,13,Germany,2,0
2291,892,Show_68,Thriller,78,35,44.87,134,Laptop,Premium,2024-01-27 09:00:00,13,USA,5,0
5727,399,Show_343,Drama,46,45,97.83,96,Smart TV,Free,2024-01-27 10:00:00,23,Australia,5,1
9720,262,Show_21,Animation,117,46,39.32,100,Mobile,Basic,2024-01-27 11:00:00,12,Canada,2,1
3939,962,Show_319,Documentary,124,72,58.06,66,Mobile,Basic,2024-01-27 12:00:00,4,UK,2,1
6435,728,Show_85,Sci-Fi,118,108,91.53,215,Tablet,Basic,2024-01-27 13:00:00,8,Canada,4,0
7981,824,Show_390,Sci-Fi,148,85,57.43,20,Mobile,Standard,2024-01-27 14:00:00,10,India,4,1
6392,561,Show_24,Animation,168,26,15.48,98,Smart TV,Premium,2024-01-27 15:00:00,6,Canada,3,1
8972,604,Show_111,Animation,74,25,33.78,154,Smart TV,Basic,2024-01-27 16:00:00,1,UK,5,0
2233,129,Show_437,Action,25,9,36.0,146,Mobile,Free,2024-01-27 17:00:00,23,UK,4,1
3800,833,Show_351,Drama,114,65,57.02,120,Tablet,Basic,2024-01-27 18:00:00,11,Australia,3,1
3775,540,Show_83,Thriller,152,134,88.16,60,Smart TV,Free,2024-01-27 19:00:00,4,Canada,5,0
7044,356,Show_358,Animation,121,23,19.01,69,Laptop,Basic,2024-01-27 20:00:00,23,India,3,0
4487,660,Show_460,Animation,22,19,86.36,177,Smart TV,Basic,2024-01-27 21:00:00,1,Germany,3,1
8383,432,Show_78,Romance,42,23,54.76,58,Mobile,Premium,2024-01-27 22:00:00,13,Germany,2,1
4850,840,Show_434,Animation,72,43,59.72,198,Laptop,Free,2024-01-27 23:00:00,6,India,1,0
5997,65,Show_380,Romance,102,23,22.55,90,Mobile,Basic,2024-01-28 00:00:00,4,Australia,1,0
1890,218,Show_140,Romance,164,96,58.54,178,Mobile,Free,2024-01-28 01:00:00,3,Germany,1,0
6920,563,Show_440,Sci-Fi,104,30,28.85,165,Mobile,Free,2024-01-28 02:00:00,9,Australia,3,1
2188,427,Show_376,Thriller,97,77,79.38,211,Tablet,Premium,2024-01-28 03:00:00,15,Germany,4,0
6644,817,Show_271,Romance,129,87,67.44,54,Tablet,Premium,2024-01-28 04:00:00,5,Germany,1,1
1740,921,Show_339,Drama,20,15,75.0,109,Smart TV,Free,2024-01-28 05:00:00,20,Canada,4,0
2369,74,Show_476,Drama,70,21,30.0,26,Mobile,Premium,2024-01-28 06:00:00,5,Australia,5,1
3000,460,Show_424,Romance,23,7,30.43,44,Laptop,Basic,2024-01-28 07:00:00,8,UK,1,0
2471,425,Show_169,Comedy,132,91,68.94,43,Laptop,Basic,2024-01-28 08:00:00,0,India,3,0
2536,711,Show_197,Romance,51,45,88.24,109,Laptop,Premium,2024-01-28 09:00:00,15,Germany,2,1
1318,192,Show_453,Comedy,53,44,83.02,173,Tablet,Free,2024-01-28 10:00:00,16,UK,3,0
6153,189,Show_262,Action,111,82,73.87,207,Tablet,Basic,2024-01-28 11:00:00,12,USA,4,0
2894,12,Show_215,Action,114,88,77.19,72,Mobile,Standard,2024-01-28 12:00:00,5,UK,5,1
8991,239,Show_67,Drama,91,47,51.65,11,Laptop,Free,2024-01-28 13:00:00,1,India,3,1
9592,872,Show_229,Thriller,58,40,68.97,89,Laptop,Free,2024-01-28 14:00:00,7,USA,2,0
6935,593,Show_161,Sci-Fi,173,170,98.27,203,Tablet,Standard,2024-01-28 15:00:00,22,Canada,2,0
1723,453,Show_427,Thriller,137,135,98.54,136,Tablet,Standard,2024-01-28 16:00:00,21,USA,5,1
3329,383,Show_122,Drama,22,18,81.82,80,Laptop,Free,2024-01-28 17:00:00,3,Australia,1,1
3770,782,Show_149,Drama,142,84,59.15,95,Laptop,Standard,2024-01-28 18:00:00,8,India,3,1
8545,802,Show_340,Thriller,69,6,8.7,191,Smart TV,Premium,2024-01-28 19:00:00,22,Australia,3,1
5846,48,Show_193,Sci-Fi,31,27,87.1,213,Tablet,Premium,2024-01-28 20:00:00,6,UK,2,0
1267,317,Show_231,Drama,73,9,12.33,88,Mobile,Free,2024-01-28 21:00:00,20,Canada,4,0
1569,209,Show_111,Documentary,152,109,71.71,227,Mobile,Premium,2024-01-28 22:00:00,0,India,3,0
2973,547,Show_145,Documentary,76,57,75.0,158,Laptop,Basic,2024-01-28 23:00:00,13,Canada,2,1
9737,119,Show_221,Sci-Fi,164,31,18.9,35,Tablet,Premium,2024-01-29 00:00:00,1,Germany,4,1
3822,577,Show_392,Drama,131,21,16.03,103,Mobile,Premium,2024-01-29 01:00:00,7,India,1,0
5460,315,Show_64,Documentary,66,40,60.61,205,Tablet,Standard,2024-01-29 02:00:00,10,Australia,1,1
1270,754,Show_126,Action,170,112,65.88,201,Laptop,Premium,2024-01-29 03:00:00,4,UK,2,1
8641,36,Show_218,Comedy,104,45,43.27,56,Laptop,Free,2024-01-29 04:00:00,17,USA,2,0
9930,463,Show_284,Drama,161,77,47.83,116,Laptop,Premium,2024-01-29 05:00:00,11,Canada,1,0
7680,764,Show_354,Comedy,85,49,57.65,76,Tablet,Premium,2024-01-29 06:00:00,20,India,2,1
2257,915,Show_474,Romance,94,87,92.55,25,Mobile,Free,2024-01-29 07:00:00,23,India,5,0
9250,755,Show_397,Documentary,122,20,16.39,20,Smart TV,Free,2024-01-29 08:00:00,19,Germany,3,0
6370,554,Show_236,Drama,57,37,64.91,183,Mobile,Standard,2024-01-29 09:00:00,18,Canada,5,1
5858,581,Show_485,Action,69,17,24.64,20,Tablet,Basic,2024-01-29 10:00:00,4,USA,4,1
9581,403,Show_13,Sci-Fi,117,28,23.93,150,Mobile,Premium,2024-01-29 11:00:00,6,UK,2,1
9910,107,Show_422,Action,101,41,40.59,179,Smart TV,Basic,2024-01-29 12:00:00,1,India,2,1
7999,39,Show_153,Comedy,49,2,4.08,60,Mobile,Standard,2024-01-29 13:00:00,16,India,4,0
1120,581,Show_239,Sci-Fi,98,25,25.51,160,Smart TV,Free,2024-01-29 14:00:00,12,Canada,3,1
7908,180,Show_190,Action,110,58,52.73,86,Tablet,Free,2024-01-29 15:00:00,10,Canada,1,1
3303,12,Show_151,Action,71,41,57.75,82,Laptop,Free,2024-01-29 16:00:00,4,India,5,0
5861,339,Show_86,Action,98,6,6.12,188,Smart TV,Standard,2024-01-29 17:00:00,12,India,3,0
3911,943,Show_21,Thriller,49,11,22.45,41,Tablet,Premium,2024-01-29 18:00:00,22,Germany,1,0
9991,716,Show_182,Animation,125,121,96.8,236,Laptop,Standard,2024-01-29 19:00:00,12,India,1,1
8236,548,Show_319,Sci-Fi,70,38,54.29,148,Smart TV,Free,2024-01-29 20:00:00,7,Australia,2,1
6565,126,Show_158,Action,100,6,6.0,217,Laptop,Premium,2024-01-29 21:00:00,10,India,4,0
7531,63,Show_459,Animation,152,75,49.34,197,Mobile,Free,2024-01-29 22:00:00,7,UK,2,1
2109,844,Show_452,Documentary,48,14,29.17,64,Tablet,Free,2024-01-29 23:00:00,9,UK,4,0
7929,82,Show_481,Documentary,151,66,43.71,193,Tablet,Standard,2024-01-30 00:00:00,10,Germany,2,1
2250,819,Show_367,Action,157,3,1.91,15,Tablet,Standard,2024-01-30 01:00:00,0,USA,5,0
9177,299,Show_76,Comedy,164,117,71.34,130,Tablet,Basic,2024-01-30 02:00:00,6,Canada,2,0
2649,34,Show_329,Action,93,24,25.81,207,Smart TV,Free,2024-01-30 03:00:00,7,USA,5,0
8351,752,Show_416,Documentary,36,19,52.78,70,Mobile,Premium,2024-01-30 04:00:00,5,India,3,0
6911,609,Show_203,Action,103,18,17.48,130,Laptop,Free,2024-01-30 05:00:00,13,Canada,3,0
3956,49,Show_229,Romance,88,64,72.73,36,Tablet,Premium,2024-01-30 06:00:00,19,India,2,0
6828,658,Show_152,Animation,53,49,92.45,151,Tablet,Basic,2024-01-30 07:00:00,6,Canada,3,1
5994,637,Show_263,Sci-Fi,25,20,80.0,60,Smart TV,Free,2024-01-30 08:00:00,2,Germany,1,1
7436,701,Show_72,Romance,72,35,48.61,9,Smart TV,Premium,2024-01-30 09:00:00,1,Australia,5,0
9676,57,Show_225,Animation,145,1,0.69,135,Smart TV,Premium,2024-01-30 10:00:00,21,Australia,4,1
8614,861,Show_473,Animation,62,36,58.06,160,Mobile,Basic,2024-01-30 11:00:00,17,Australia,5,1
9994,109,Show_385,Thriller,134,126,94.03,94,Laptop,Standard,2024-01-30 12:00:00,21,Germany,2,1
2715,517,Show_131,Comedy,130,89,68.46,219,Mobile,Basic,2024-01-30 13:00:00,2,USA,3,1
9150,985,Show_360,Animation,170,144,84.71,98,Tablet,Premium,2024-01-30 14:00:00,13,Canada,3,0
4483,24,Show_28,Romance,99,98,98.99,76,Smart TV,Basic,2024-01-30 15:00:00,17,USA,1,1
8675,221,Show_299,Thriller,114,93,81.58,104,Tablet,Standard,2024-01-30 16:00:00,12,Canada,3,1
2757,960,Show_97,Drama,137,25,18.25,33,Laptop,Free,2024-01-30 17:00:00,7,India,2,1
2809,315,Show_46,Sci-Fi,163,16,9.82,209,Laptop,Basic,2024-01-30 18:00:00,3,Australia,2,0
6539,294,Show_1,Action,27,22,81.48,63,Mobile,Basic,2024-01-30 19:00:00,14,Australia,4,0
7048,929,Show_166,Romance,151,73,48.34,29,Mobile,Free,2024-01-30 20:00:00,11,Canada,5,1
2151,10,Show_245,Romance,123,1,0.81,154,Smart TV,Basic,2024-01-30 21:00:00,13,USA,5,1
6492,677,Show_219,Action,151,42,27.81,101,Smart TV,Standard,2024-01-30 22:00:00,19,USA,5,1
7711,481,Show_102,Action,44,19,43.18,105,Tablet,Premium,2024-01-30 23:00:00,6,UK,4,1
7302,727,Show_291,Comedy,115,97,84.35,121,Smart TV,Basic,2024-01-31 00:00:00,23,Australia,4,1
5747,638,Show_458,Romance,174,162,93.1,203,Smart TV,Free,2024-01-31 01:00:00,11,Australia,4,0
9402,267,Show_204,Romance,112,80,71.43,27,Tablet,Free,2024-01-31 02:00:00,8,USA,1,0
5681,792,Show_202,Documentary,179,104,58.1,74,Laptop,Basic,2024-01-31 03:00:00,9,Australia,4,1
3507,88,Show_54,Animation,80,55,68.75,83,Smart TV,Free,2024-01-31 04:00:00,7,USA,3,1
3963,455,Show_482,Drama,141,34,24.11,83,Smart TV,Premium,2024-01-31 05:00:00,19,UK,1,1
4428,626,Show_280,Documentary,70,45,64.29,172,Tablet,Premium,2024-01-31 06:00:00,1,Canada,3,0
8494,533,Show_412,Thriller,166,134,80.72,102,Tablet,Free,2024-01-31 07:00:00,15,Canada,5,0
4955,148,Show_278,Drama,40,21,52.5,18,Tablet,Basic,2024-01-31 08:00:00,20,UK,2,1
4705,757,Show_493,Documentary,24,6,25.0,33,Tablet,Basic,2024-01-31 09:00:00,22,Australia,5,0
5038,778,Show_16,Romance,111,96,86.49,148,Tablet,Free,2024-01-31 10:00:00,17,India,4,1
1713,729,Show_13,Drama,80,48,60.0,225,Smart TV,Premium,2024-01-31 11:00:00,19,Australia,2,0
8260,431,Show_356,Romance,41,39,95.12,91,Mobile,Premium,2024-01-31 12:00:00,21,USA,5,0
8011,996,Show_356,Sci-Fi,168,31,18.45,14,Mobile,Basic,2024-01-31 13:00:00,23,Germany,1,0
9879,752,Show_318,Comedy,89,10,11.24,51,Mobile,Premium,2024-01-31 14:00:00,9,India,4,0
9521,943,Show_427,Drama,20,20,100.0,8,Smart TV,Standard,2024-01-31 15:00:00,5,UK,5,0
2746,911,Show_87,Romance,152,18,11.84,16,Laptop,Premium,2024-01-31 16:00:00,5,Canada,2,0
2207,940,Show_78,Drama,31,28,90.32,46,Smart TV,Basic,2024-01-31 17:00:00,21,Canada,3,1
1784,744,Show_416,Animation,109,88,80.73,230,Mobile,Premium,2024-01-31 18:00:00,19,Australia,5,1
3696,744,Show_67,Animation,65,15,23.08,8,Mobile,Premium,2024-01-31 19:00:00,12,Canada,1,1
8073,242,Show_347,Thriller,53,4,7.55,88,Tablet,Free,2024-01-31 20:00:00,18,Australia,2,1
6036,702,Show_211,Comedy,97,63,64.95,96,Tablet,Standard,2024-01-31 21:00:00,16,USA,5,1
8127,902,Show_214,Sci-Fi,64,40,62.5,96,Tablet,Free,2024-01-31 22:00:00,1,USA,3,1
4718,741,Show_185,Action,174,9,5.17,10,Smart TV,Premium,2024-01-31 23:00:00,17,UK,4,1
6775,66,Show_449,Animation,92,9,9.78,146,Laptop,Premium,2024-02-01 00:00:00,6,Germany,4,1
8910,972,Show_453,Action,45,26,57.78,39,Laptop,Free,2024-02-01 01:00:00,13,USA,4,1
3693,378,Show_433,Drama,66,4,6.06,179,Tablet,Standard,2024-02-01 02:00:00,21,Australia,2,0
1625,388,Show_33,Romance,140,16,11.43,190,Laptop,Basic,2024-02-01 03:00:00,14,Canada,3,1
4708,791,Show_115,Thriller,75,15,20.0,69,Mobile,Free,2024-02-01 04:00:00,7,USA,3,1
7859,781,Show_275,Animation,113,99,87.61,151,Mobile,Premium,2024-02-01 05:00:00,8,USA,5,0
9953,209,Show_420,Comedy,126,121,96.03,61,Tablet,Premium,2024-02-01 06:00:00,20,Australia,4,1
8692,415,Show_499,Sci-Fi,82,52,63.41,197,Tablet,Basic,2024-02-01 07:00:00,10,USA,2,1
7398,16,Show_198,Sci-Fi,67,5,7.46,17,Tablet,Premium,2024-02-01 08:00:00,2,Canada,4,0
8252,297,Show_380,Animation,80,20,25.0,140,Laptop,Premium,2024-02-01 09:00:00,19,Germany,4,0
2555,986,Show_143,Animation,100,79,79.0,22,Smart TV,Basic,2024-02-01 10:00:00,13,Canada,5,0
9867,220,Show_228,Documentary,45,18,40.0,167,Tablet,Premium,2024-02-01 11:00:00,7,Germany,5,1
5187,769,Show_120,Sci-Fi,55,47,85.45,91,Laptop,Premium,2024-02-01 12:00:00,2,Canada,5,1
8767,367,Show_353,Action,20,2,10.0,118,Tablet,Standard,2024-02-01 13:00:00,17,Canada,1,1
1036,780,Show_24,Comedy,27,13,48.15,30,Smart TV,Free,2024-02-01 14:00:00,22,India,1,1
2787,229,Show_27,Documentary,132,4,3.03,237,Tablet,Standard,2024-02-01 15:00:00,13,Canada,2,1
7283,631,Show_433,Action,118,42,35.59,170,Mobile,Standard,2024-02-01 16:00:00,19,India,2,1
9060,440,Show_75,Drama,66,61,92.42,216,Tablet,Premium,2024-02-01 17:00:00,7,Canada,5,1
9065,690,Show_241,Sci-Fi,146,95,65.07,70,Mobile,Free,2024-02-01 18:00:00,16,Canada,3,1
4880,532,Show_23,Comedy,75,8,10.67,30,Mobile,Free,2024-02-01 19:00:00,7,Australia,2,1
6932,450,Show_161,Animation,33,3,9.09,130,Laptop,Premium,2024-02-01 20:00:00,4,Germany,1,1
9328,36,Show_41,Sci-Fi,47,46,97.87,61,Laptop,Standard,2024-02-01 21:00:00,11,Canada,1,0
7333,847,Show_238,Action,97,9,9.28,232,Mobile,Standard,2024-02-01 22:00:00,1,USA,4,1
6759,422,Show_239,Action,149,117,78.52,29,Mobile,Standard,2024-02-01 23:00:00,16,Canada,5,0
7485,918,Show_56,Action,128,11,8.59,34,Tablet,Free,2024-02-02 00:00:00,12,UK,3,1
6067,620,Show_413,Sci-Fi,173,99,57.23,214,Tablet,Premium,2024-02-02 01:00:00,21,Australia,5,0
1661,189,Show_415,Comedy,33,13,39.39,139,Mobile,Free,2024-02-02 02:00:00,13,Australia,1,1
8973,178,Show_449,Comedy,75,36,48.0,31,Laptop,Standard,2024-02-02 03:00:00,8,Canada,3,1
7386,608,Show_98,Drama,134,120,89.55,143,Tablet,Free,2024-02-02 04:00:00,8,UK,2,0
8887,315,Show_146,Sci-Fi,26,13,50.0,105,Tablet,Free,2024-02-02 05:00:00,8,Germany,4,0
1414,20,Show_466,Drama,22,12,54.55,140,Tablet,Premium,2024-02-02 06:00:00,19,Canada,1,0
7850,676,Show_262,Thriller,130,37,28.46,15,Laptop,Premium,2024-02-02 07:00:00,5,USA,4,0
9534,382,Show_436,Drama,170,74,43.53,130,Mobile,Free,2024-02-02 08:00:00,11,Australia,5,0
3729,609,Show_40,Drama,126,124,98.41,220,Tablet,Basic,2024-02-02 09:00:00,9,Australia,3,0
4897,143,Show_193,Drama,37,9,24.32,34,Laptop,Premium,2024-02-02 10:00:00,21,Germany,5,1
3169,62,Show_239,Animation,57,52,91.23,98,Laptop,Basic,2024-02-02 11:00:00,4,UK,4,1
2878,242,Show_42,Action,134,130,97.01,120,Laptop,Premium,2024-02-02 12:00:00,17,India,1,0
7454,238,Show_222,Thriller,34,23,67.65,19,Laptop,Standard,2024-02-02 13:00:00,6,Germany,4,1
5570,131,Show_196,Documentary,138,103,74.64,188,Tablet,Basic,2024-02-02 14:00:00,12,UK,1,1
2515,605,Show_288,Animation,47,40,85.11,39,Mobile,Standard,2024-02-02 15:00:00,0,USA,4,0
1574,603,Show_10,Drama,58,39,67.24,43,Mobile,Standard,2024-02-02 16:00:00,5,UK,5,1
3867,645,Show_235,Comedy,36,21,58.33,28,Laptop,Free,2024-02-02 17:00:00,20,Germany,4,1
4544,123,Show_325,Drama,105,23,21.9,12,Mobile,Standard,2024-02-02 18:00:00,20,India,2,0
5477,440,Show_265,Action,145,89,61.38,47,Tablet,Standard,2024-02-02 19:00:00,7,USA,5,0
1071,927,Show_69,Animation,63,31,49.21,174,Mobile,Standard,2024-02-02 20:00:00,8,USA,4,1
3980,342,Show_445,Romance,44,20,45.45,88,Mobile,Standard,2024-02-02 21:00:00,6,India,4,1
6492,419,Show_139,Documentary,164,130,79.27,173,Smart TV,Free,2024-02-02 22:00:00,9,Canada,3,0
5759,630,Show_355,Thriller,32,25,78.12,51,Mobile,Free,2024-02-02 23:00:00,7,UK,5,0
9084,455,Show_219,Romance,44,13,29.55,30,Mobile,Standard,2024-02-03 00:00:00,1,Germany,3,1
1039,198,Show_196,Romance,87,70,80.46,184,Laptop,Basic,2024-02-03 01:00:00,17,USA,5,1
6373,282,Show_74,Thriller,157,99,63.06,220,Laptop,Premium,2024-02-03 02:00:00,14,Germany,1,0
